"ULTIMA ATUALIZACAO";"08/04/2021 02:08"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2021";"2";"LUCAS BARRETO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.163.903/0001-19";"Souza & Cavalcante Comércio Ltda";"4931";"20/02/2021";"";"100";"2156444"
"2021";"2";"LUCAS BARRETO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.163.903/0001-19";"Souza & Cavalcante Comércio Ltda";"4950";"23/02/2021";"";"100";"2156445"
"2021";"2";"LUCAS BARRETO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.163.903/0001-19";"Souza & Cavalcante Comércio Ltda";"4960";"24/02/2021";"";"150";"2156446"
"2021";"2";"LUCAS BARRETO";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. CAMACHO TORRES - ME";"EWDYQD";"03/02/2021";"Companhia Aérea: GOL, Localizador: EWDYQD. Passageiros: LUIZ CANTUÁRIA BARRETO (Matrícula 210307, PARLAMENTAR), Voo: 1814 - BSB / MCP - 04/02/2021;";"1514,33";"2156630"
"2021";"2";"LUCAS BARRETO";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. CAMACHO TORRES - ME";"KWE97Q";"09/02/2021";"Companhia Aérea: GOL, Localizador: KWE97Q. Passageiros: LUIZ CANTUÁRIA BARRETO (Matrícula 210307, PARLAMENTAR), Voo: 1815 - MCP / BSB - 11/02/2021;";"2004,88";"2156620"
"2021";"2";"LUCAS BARRETO";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. CAMACHO TORRES - ME";"TRP2FK";"19/02/2021";"Companhia Aérea: GOL, Localizador: TRP2FK. Passageiros: LUIZ CANTUÁRIA BARRETO (Matrícula 210307, PARLAMENTAR), Voo: 1814 - BSB / MCP - 26/02/2021;";"837,19";"2156626"
"2021";"1";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0101-00";"CLARO S.A.";"0003474257";"09/02/2021";"";"245,45";"2155895"
"2021";"1";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.467.115/0001-00";"Companhia Estadual de Distribuição de Energia Eletrica";"0120214245325676852";"27/01/2021";"";"696,93";"2155187"
"2021";"1";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.467.115/0001-00";"Companhia Estadual de Distribuição de Energia Eletrica";"01-202142453256768-52";"27/01/2021";"";"696,93";"2155893"
"2021";"1";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"24";"31/01/2021";"";"989,48";"2155211"
"2021";"1";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"24";"31/01/2021";"";"2156,4";"2155210"
"2021";"1";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telefonica Brasil S.A Matriz";"0381764423";"17/01/2021";"";"125,79";"2155181"
"2021";"1";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"19.970.772/0001-84";"L&P COM. LOC. DE EQUIP. DE INFORMATICA LTDA";"10540";"15/02/2021";"";"338,25";"2155896"
"2021";"1";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.319.851/0001-64";"Sisnetti Integradora de Soluções Ltda";"000.001.131";"12/01/2021";"LOCACAO IMPRESSORA MES DE JANEIRO DE 2021.";"720";"2154184"
"2021";"1";"LUIS CARLOS HEINZE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.088.208/0001-65";"Centro de Gestão de Meios de pagamento LTDA";"438998839";"17/01/2021";"DESPESAS COM PEDAGIO.";"193,18";"2154197"
"2021";"1";"LUIS CARLOS HEINZE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.088.208/0001-65";"Centro de Gestão de Meios de pagamento LTDA";"2115431591";"17/01/2021";"";"193,18";"2155180"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.527.743/0005-00";"AUTO POSTO JAM LTDA";"167793";"29/01/2021";"";"221,09";"2155184"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.527.743/0005-00";"AUTO POSTO JAM LTDA";"168855";"31/01/2021";"";"287,03";"2155185"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.239.059/0001-86";"BARROSO & MACHADO LTDA";"431";"05/01/2021";"Locação veículo mês de janeiro de 2021.";"8000";"2154183"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.239.059/0001-86";"BARROSO & MACHADO LTDA";"463";"22/02/2021";"";"8000";"2156306"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"95.425.369/0004-03";"Comercio de Combustiveis Nevoeiro LTDA";"497278";"20/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"235";"2154447"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"95.425.369/0004-03";"Comercio de Combustiveis Nevoeiro LTDA";"497278";"20/01/2021";"";"235";"2156337"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0092-53";"COML. BUFFON COMB. E TRANSPORTE. LTDA";"113157";"09/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"242,97";"2154195"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0092-53";"COML. BUFFON COMB. E TRANSPORTE. LTDA";"117232";"17/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"232,08";"2154200"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0092-53";"COML. BUFFON COMB. E TRANSPORTE. LTDA";"120095";"22/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"203,01";"2154494"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"74.552.068/0038-01";"CPQ BRASIL S A";"72139";"18/01/2021";"";"67,4";"2155186"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.608.698/0001-58";"EUROTEL EMPREENDIMENTOS HOTELEIROS LTDA - ME";"2021000000009498";"21/01/2021";"DESPESAS COM HOSPEDAGEM SENADOR LUIS CARLOS HEINZE.";"318";"2154448"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"89237";"23/01/2021";"";"137";"2155897"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0064-65";"SIM REDE DE POSTOS LTDA";"001381481";"26/01/2021";"AQUISIÇÃO DE GENEROS ALIMENTICIOS.";"15,97";"2154595"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0064-65";"SIM REDE DE POSTOS LTDA";"001381481";"26/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"172,54";"2154594"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0064-65";"SIM REDE DE POSTOS LTDA";"000007760";"26/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"196,26";"2154593"
"2021";"1";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0150-22";"SIM REDE DE POSTOS LTDA SANTA MARIA AEROPORTO";"000450449";"17/01/2021";"AQUISIÇÃO DE OLEO DIESEL S10.";"107,49";"2154198"
"2021";"1";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"EJULGK";"14/01/2021";"Companhia Aérea: LATAM, Localizador: EJULGK. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 6232 - PORTO ALEGRE/BRASILIA - 18/01/2021;";"2219,8";"2154300"
"2021";"1";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"HGTHUD";"15/01/2021";"Companhia Aérea: LATAM, Localizador: HGTHUD. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3468 - BRASILIA/PORTO ALEGRE - 20/01/2021;";"1367,97";"2154341"
"2021";"1";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"MDZAVD";"28/01/2021";"Companhia Aérea: LATAM, Localizador: MDZAVD. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3162 - SÃO PAULO CONGONHAS / BRASÍLIA - 31/01/2021; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3179 - PORTO ALEGRE / SÃO PAULO CONGONHAS - 31/01/2021;";"1725,74";"2156308"
"2021";"1";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"MDZAVD";"28/01/2021";"Companhia Aérea: LATAM, Localizador: MDZAVD. Passageiros: JULIO CEZAR DE MEDEIROS (Matrícula 350452, COMISSIONADO), Voo: 3162 - SÃO PAULO / BRASÍLIA - 31/01/2021; JULIO CEZAR DE MEDEIROS (Matrícula 350452, COMISSIONADO), Voo: 3179 - PORTO ALEGRE / SÃO PAULO - 31/01/2021;";"1785,74";"2155188"
"2021";"2";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.467.115/0001-00";"Companhia Estadual de Distribuição de Energia Eletrica";"01-20214249992879080";"25/02/2021";"";"618,59";"2156140"
"2021";"2";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"25";"28/02/2021";"";"1009,27";"2156557"
"2021";"2";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"25";"28/02/2021";"";"2156,4";"2156556"
"2021";"2";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02.778.649/0001-63";"CAPAX DEI EDITORA LTDA";"00000412";"08/03/2021";"";"600";"2156664"
"2021";"2";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"19.970.772/0001-84";"L&P COM. LOC. DE EQUIP. DE INFORMATICA LTDA";"10739";"15/03/2021";"";"299,75";"2156994"
"2021";"2";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.319.851/0001-64";"Sisnetti Integradora de Soluções Ltda";"000001141";"12/02/2021";"";"720";"2155842"
"2021";"2";"LUIS CARLOS HEINZE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.088.208/0001-65";"Centro de Gestão de Meios de pagamento LTDA";"2129433518";"18/02/2021";"";"386,43";"2156002"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"96.735.022/0003-30";"AUTO SERVICO LINDOLFO COLLOR LTDA";"1888563";"05/02/2021";"";"188,19";"2155207"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0041-03";"COML. BUFFON COMB E TRANSP LTDA - POSTO 41";"001169656";"01/02/2021";"";"134,28";"2155206"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.315.978/0001-78";"ETNA COMERCIO A VAREJO DE COMB LTDA";"309998";"08/02/2021";"";"164,46";"2155215"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.315.359/0001-09";"GARG POSTO DE SERVIÇOS EIRELI";"137412";"22/02/2021";"";"39,99";"2156332"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"000090752";"18/02/2021";"";"180";"2155843"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"90752";"18/02/2021";"";"180";"2156331"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"92.209.790/0001-38";"JOÃO RODRIGUES MANTA HOTEIS DE TURISMO LTDA";"24988";"11/02/2021";"";"98,33";"2155639"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"92.209.790/0001-38";"JOÃO RODRIGUES MANTA HOTEIS DE TURISMO LTDA";"24988";"11/02/2021";"";"98,33";"2155642"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"92.209.790/0001-38";"JOÃO RODRIGUES MANTA HOTEIS DE TURISMO LTDA";"24988";"11/02/2021";"";"98,33";"2155640"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.688.812/0001-10";"J.R. AIRES COMERCIAL";"444840";"19/02/2021";"";"306,61";"2156334"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.047.775/0001-85";"POSTO DE COMB.NAVEGANTES LTDA";"399092";"22/02/2021";"";"254,17";"2156335"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.677.676/0011-99";"RETAIL SERVICES BRASIL ALIMENTAÇÃO E BEBIDAS LTDA";"170116";"23/02/2021";"";"46";"2156054"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30.288.733/0001-34";"SAP 7 COMERCIO DE COMBUSTIVEIS LTDA";"278834";"25/02/2021";"";"255,05";"2156336"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"28714";"01/02/2021";"";"51,55";"2155204"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"23896";"02/02/2021";"";"49,67";"2155201"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"23920";"03/02/2021";"";"49,67";"2155202"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"23953";"10/02/2021";"";"49,67";"2155632"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0071-94";"SIM REDE DE POSTOS LTDA";"1508355";"11/02/2021";"";"208,03";"2155637"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0069-70";"SIM REDE DE POSTOS LTDA - FREE WAY GRAVATAI";"656498";"13/02/2021";"";"236,37";"2155636"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0151-03";"SIM REDE DE POSTOS LTDA- SANTA MARIA BR 392";"234835";"11/02/2021";"";"7,99";"2155634"
"2021";"2";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0151-03";"SIM REDE DE POSTOS LTDA- SANTA MARIA BR 392";"234835";"11/02/2021";"";"201,67";"2155635"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"XTHPZQ";"04/02/2021";"Companhia Aérea: LATAM, Localizador: XTHPZQ. Passageiros: JULIO CEZAR DE MEDEIROS (Matrícula 350452, COMISSIONADO), Voo: 3036 - BRASILIA / PORTO ALEGRE - 04/02/2021; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3036 - BRASILIA / PORTO ALEGRE - 04/02/2021;";"3417,5";"2155192"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"NI9EKI";"06/02/2021";"Companhia Aérea: GOL, Localizador: NI9EKI. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 1114 - SÃO PAULO / BRASILIA - 08/02/2021; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 1471 - PORTO ALEGRE / SÃO PAULO - 08/02/2021;";"1604,23";"2155194"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"KKKGVC";"09/02/2021";"Companhia Aérea: GOL, Localizador: KKKGVC. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 1860 - BRASILIA / PORTO ALEGRE - 10/02/2021;";"1630,89";"2155644"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"ATNBGX";"17/02/2021";"Companhia Aérea: LATAM, Localizador: ATNBGX. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3486 - PORTO ALEGRE / BRASÍLIA - 17/02/2021;";"1304,1";"2155633"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"AIZCCS";"17/02/2021";"Companhia Aérea: LATAM, Localizador: AIZCCS. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3036 - BRASILIA / PORTO ALEGRE - 17/02/2021;";"1396,78";"2155638"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"CIRQRS";"22/02/2021";"Companhia Aérea: LATAM, Localizador: CIRQRS. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3260 - SÃO PAULO / BRASÍLIA - 23/02/2021; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 4789 - PORTO ALEGRE / SÃO PAULO - 23/02/2021;";"1021,61";"2155839"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"RDITCZ";"24/02/2021";"Companhia Aérea: LATAM, Localizador: RDITCZ. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3036 - BRASILIA / PORTO ALEGRE - 24/02/2021;";"1396,78";"2156053"
"2021";"2";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"GGNKJV";"27/02/2021";"Companhia Aérea: LATAM, Localizador: GGNKJV. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3086 - SÃO PAULO CONGONHAS / BRASILIA - 28/02/2021; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3107 - PORTO ALEGRE / SÃO PAULO CONGONHAS - 28/02/2021;";"1269,45";"2156338"
"2021";"3";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0101-00";"CLARO S.A.";"2103916934770";"02/03/2021";"";"40,03";"2156944"
"2021";"3";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"26";"17/03/2021";"";"989,48";"2157076"
"2021";"3";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"26";"17/03/2021";"";"2156,4";"2157075"
"2021";"3";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"92.963.560/0001-60";"Secretaria Municipal da Fazenda";"2021830093440009";"11/02/2021";"";"336,96";"2157499"
"2021";"3";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.319.851/0001-64";"Sisnetti Integradora de Soluções Ltda";"1153";"15/03/2021";"";"720";"2156990"
"2021";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"42.591.651/0620-92";"ARCOS DOURADOS COMERCIO DE ALIMENTOS SA";"220662";"25/03/2021";"";"43,7";"2157496"
"2021";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.239.059/0001-86";"BARROSO & MACHADO LTDA";"467";"01/03/2021";"";"8000";"2156307"
"2021";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"91.890.400/0001-75";"CECCONELLO & ALVES LTDA";"139603";"06/03/2021";"";"270,01";"2156709"
"2021";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"000092703";"25/03/2021";"";"228";"2157498"
"2021";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"89.248.397/0001-49";"SEABRA E CIA LTDA";"89742";"25/03/2021";"";"64";"2157549"
"2021";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0069-70";"SIM REDE DE POSTOS LTDA - FREE WAY GRAVATAI";"000699186";"12/03/2021";"";"205,53";"2156919"
"2021";"3";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"ZVQPPK";"01/03/2021";"Companhia Aérea: LATAM, Localizador: ZVQPPK. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3036 - BRASILIA / PORTO ALEGRE - 01/03/2021;";"1382,92";"2156339"
"2021";"1";"LUIZ CARLOS DO CARMO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"624.065.311-04";"MIRIAN CARVALHO FULGENCIO";"01/21";"04/01/2021";"";"6000";"2156441"
"2021";"1";"LUIZ CARLOS DO CARMO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.421.421/0027-50";"TIM S.A.";"000.838.376";"19/01/2021";"";"39,9";"2155792"
"2021";"1";"LUIZ CARLOS DO CARMO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.421.421/0027-50";"TIM S.A.";"006.842.304";"19/01/2021";"";"135,01";"2155793"
"2021";"1";"LUIZ CARLOS DO CARMO";"Divulgação da atividade parlamentar";"24.507.516/0001-95";"POLITIZE BRASIL EIRELI";"126";"21/01/2021";"";"6005,7";"2154590"
"2021";"1";"LUIZ CARLOS DO CARMO";"Divulgação da atividade parlamentar";"24.507.516/0001-95";"POLITIZE BRASIL EIRELI";"125";"21/01/2021";"";"6823";"2154589"
"2021";"2";"LUIZ CARLOS DO CARMO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"624.065.311-04";"MIRIAN CARVALHO FULGENCIO";"02/21";"02/02/2021";"";"6000";"2156442"
"2021";"2";"LUIZ CARLOS DO CARMO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.234.227/0001-27";"POLIGRAFICA INDUSTRIA E COMERCIO LTDA";"12821";"08/02/2021";"";"450";"2155916"
"2021";"2";"LUIZ CARLOS DO CARMO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"24.507.516/0001-95";"POLITIZE BRASIL EIRELI";"127";"23/02/2021";"";"6400,5";"2155918"
"2021";"2";"LUIZ CARLOS DO CARMO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"24.507.516/0001-95";"POLITIZE BRASIL EIRELI";"128";"23/02/2021";"";"6430,9";"2155919"
"2021";"1";"MAILZA GOMES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"63.600.449/0001-00";"Arras Adm. de Bens Imóveis Limpeza e Conservação Ltda.";"46537";"16/01/2021";"";"966";"2155791"
"2021";"1";"MAILZA GOMES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"63.600.449/0001-00";"Arras Adm. de Bens Imóveis Limpeza e Conservação Ltda.";"51119";"16/02/2021";"";"1000";"2155790"
"2021";"1";"MAILZA GOMES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.231.430/0001-80";"Rota Segurança Eletrônica 24hs";"234";"28/01/2021";"";"1800";"2155720"
"2021";"1";"MAILZA GOMES";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"84.308.980/0014-07";"A.C.D.A IMPORTAÇÃO E EXPORTAÇÃO LTDA";"238397";"06/01/2021";"";"598,29";"2154483"
